,Dataset: RMC-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data From (Title): Research Study on Predictive War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Game Factors. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Author: Cockerell, James K., and Donn Carter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organization: RMC Research Corporation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Address: Bethesda, MD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Publication Date: March 1974.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Classification: UNCLASSIFIED.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source Available From: SHAPE Technical Center.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Prepared By: Dr. Robert L. Helmbold, US Army Concepts Analysis Agency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spreadsheet last revised: 30 October 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+
|,,|,OPERATION,,ID,,DATE,,ATTACK,,,,POSTURE,,ATTACKER/,,ARTY,,ARTY,,ENV,,ENV,,ENV,,ENV,,INF,,INF,,ARMOR,,ARMOR,,ANTI-,,ANTI-,,MECZ,,MECZ,,TANK,,TANK,,PERS, ,PERS,,ADV,,FRONT,|
|,NO.,|, ,, ,,,,TYPE,,ATTACK,,CODE,,DEFENDER,,US,,GER,,LINE,,LINE,,PEN,,PEN,,PLTN,,PLTN,, ,, ,,ARMOR,,ARMOR,,CODE,,CODE,,ATTN,,ATTN,,ATTN, ,ATTN,,DIST,,AGE,|
|,,|,,,,,,,CODE,,DESCRIP,,,,CODE,, ,, ,,E1,,E2,,E3,,E4,,US,,GER,,US,,GER,,US,,GER,,US,,GER,,US,,GER,,US,,GER,,(KM),,(KM),|
+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+
|,1,|,Ardennes,,11,,12/16/1944,,1,,GER,,5,,2,,1000,,4,,1,,2,,1,,3,,13,,35,,27,,20,,25,,37,,4,,0,,-INF, ,0,,-INF, ,-INF,,0,,10,|
|,2,|,Ardennes,,21,,12/16/1944,,1,,GER,,5,,2,,2000,,4,,2,,1,,2,,1,,31,,60,,17,,16,,37,,34,,0,,2,,-INF, ,125,,-INF,,-INF,,1,,7,|
|,3,|,Ardennes,,23,,12/16/1944,,1,,GER,,5,,2,,1600,,4,,2,,1,,2,,1,,24,,66,,13,,12,,29,,31,,0,,0,,-INF, ,167,,-INF,,81,,1,,4,|
|,4,|,Ardennes,,25,,12/16/1944,,1,,GER,,6,,2,,800,,3,,2,,1,,3,,3,,15,,45,,6,,12,,16,,28,,1,,0,,-INF, ,83,,-INF,,-INF,,6,,5,|
|,5,|,Ardennes,,33,,12/16/1944,,1,,GER,,6,,2,,900,,3,,2,,1,,2,,2,,18,,48,,6,,29,,18,,36,,1,,0,,-INF, ,73,,-INF,,9,,5,,5,|
|,6,|,Ardennes,,34,,12/16/1944,,1,,GER,,5,,2,,1300,,3,,2,,1,,2,,2,,27,,96,,9,,33,,27,,53,,1,,0,,-INF, ,177,,-INF,,64,,2,,11,|
|,7,|,Ardennes,,35,,12/16/1944,,1,,GER,,5,,2,,1200,,2,,3,,2,,1,,3,,13,,46,,7,,104,,14,,83,,0,,10,,-INF, ,96,,-INF,,76,,2,,6,|
|,8,|,Ardennes,,36,,12/16/1944,,1,,GER,,5,,2,,900,,2,,2,,1,,3,,1,,18,,41,,15,,0,,25,,15,,0,,0,,14, ,-INF,,-INF,,-INF,,2.5,,10,|
|,9,|,Ardennes,,51,,12/16/1944,,1,,GER,,5,,2,,900,,3,,3,,2,,1,,3,,18,,55,,15,,120,,25,,96,,0,,8,,14, ,25,,-INF,,91,,4.5,,6,|
|,10,|,Ardennes,,52,,12/16/1944,,1,,GER,,5,,2,,500,,3,,2,,1,,1,,2,,9,,73,,7,,40,,13,,60,,0,,1,,14, ,0,,-INF,,79,,4.5,,5,|
|,11,|,Ardennes,,53,,12/16/1944,,1,,GER,,5,,2,,500,,3,,3,,1,,1,,2,,9,,69,,7,,0,,13,,30,,0,,0,,14, ,-INF,,-INF,,-INF,,2.1,,8,|
|,12,|,Ardennes,,61,,12/16/1944,,1,,GER,,5,,2,,1400,,3,,8,,1,,1,,2,,28,,96,,22,,6,,38,,27,,0,,0,,14, ,0,,-INF,,-INF,,1.5,,8,|
|,13,|,Ardennes,,62,,12/16/1944,,1,,GER,,5,,2,,2000,,3,,9,,1,,1,,1,,10,,60,,90,,0,,78,,23,,10,,0,,0, ,-INF,,62,,-INF,,1,,6,|
|,14,|,Ardennes,,71,,12/16/1944,,1,,GER,,5,,2,,1000,,3,,1,,1,,1,,2,,34,,41,,38,,22,,56,,31,,0,,0,,0, ,0,,34,,145,,2,,14,|
|,15,|,Ardennes,,11,,12/17/1944,,1,,GER,,5,,2,,1300,,3,,1,,2,,1,,3,,17,,40,,44,,20,,37,,37,,5,,0,,-INF, ,0,,-INF,,-INF,,0,,10,|
|,16,|,Ardennes,,23,,12/17/1944,,1,,GER,,7,,2,,600,,3,,2,,2,,2,,4,,30,,62,,10,,10,,30,,30,,0,,0,,-INF, ,300,,-INF,,-INF,,7,,4,|
|,17,|,Ardennes,,25,,12/17/1944,,1,,GER,,8,,2,,100,,1,,2,,2,,2,,2,,9,,27,,5,,79,,15,,70,,0,,7,,-INF, ,65,,-INF,,-INF,,27,,8,|
|,18,|,Ardennes,,34,,12/17/1944,,6,,GER/US,,8,,2,,2000,,2,,2,,1,,1,,2,,36,,83,,47,,35,,61,,55,,2,,0,,38, ,243,,-INF,,-INF,,4,,12,|
|,19,|,Ardennes,,35,,12/17/1944,,1,,GER,,5,,2,,400,,2,,2,,1,,2,,2,,9,,19,,9,,19,,14,,23,,0,,5,,404, ,160,,191,,-INF,,5,,6,|
|,20,|,Ardennes,,36,,12/17/1944,,1,,GER,,5,,2,,900,,3,,2,,1,,2,,2,,18,,45,,18,,75,,27,,68,,0,,8,,404, ,160,,191,,-INF,,9.5,,3,|
|,21,|,Ardennes,,51,,12/17/1944,,1,,GER,,8,,2,,900,,1,,1,,1,,3,,2,,18,,51,,18,,117,,27,,94,,0,,8,,404, ,43,,191,,50,,3,,6,|
|,22,|,Ardennes,,52,,12/17/1944,,1,,GER,,8,,2,,400,,3,,2,,1,,1,,2,,9,,80,,9,,55,,14,,80,,0,,2,,404, ,0,,191,,32,,5,,5,|
|,23,|,Ardennes,,53,,12/17/1944,,1,,GER,,8,,2,,400,,1,,1,,2,,1,,1,,9,,47,,9,,20,,14,,36,,0,,0,,404, ,100,,191,,-INF,,4.2,,8,|
|,24,|,Ardennes,,61,,12/17/1944,,1,,GER,,7,,2,,1300,,3,,1,,1,,1,,1,,26,,105,,27,,6,,41,,34,,0,,0,,404, ,-INF,,191,,107,,0.6,,8,|
|,25,|,Ardennes,,62,,12/17/1944,,1,,GER,,8,,2,,1600,,3,,1,,2,,0,,2,,10,,58,,73,,0,,66,,23,,10,,0,,14, ,-INF,,62,,-INF,,4,,6,|
|,26,|,Ardennes,,71,,12/17/1944,,1,,GER,,6,,2,,2000,,3,,1,,1,,1,,2,,33,,37,,45,,0,,60,,15,,0,,0,,27, ,-INF,,164,,-INF,,2,,14,|
|,27,|,Ardennes,,11,,12/18/1944,,1,,GER,,5,,2,,1100,,3,,2,,2,,2,,3,,42,,31,,30,,20,,52,,37,,3,,0,,-INF, ,0,,-INF,,-INF,,0,,10,|
|,28,|,Ardennes,,21,,12/18/1944,,1,,GER,,6,,2,,4300,,2,,2,,1,,2,,2,,140,,119,,112,,59,,189,,89,,0,,2,,36, ,147,,128,,-INF,,3,,8,|
|,29,|,Ardennes,,25,,12/18/1944,,1,,GER,,7,,2,,700,,1,,2,,1,,2,,2,,21,,11,,18,,71,,30,,50,,0,,8,,0, ,127,,7,,-INF,,9,,5,|
|,30,|,Ardennes,,26,,12/18/1944,,1,,GER,,8,,2,,1500,,1,,3,,1,,2,,2,,41,,8,,36,,0,,60,,9,,0,,10,,0, ,-INF,,7,,-INF,,1,,3,|
|,31,|,Ardennes,,33,,12/18/1944,,1,,GER,,7,,2,,500,,1,,2,,1,,2,,2,,12,,24,,79,,35,,70,,41,,8,,0,,30, ,171,,172,,-INF,,1,,6,|
|,32,|,Ardennes,,34,,12/18/1944,,1,,GER,,6,,2,,2300,,1,,1,,1,,3,,2,,36,,62,,62,,9,,69,,29,,2,,0,,26, ,667,,537,,-INF,,1,,9,|
|,33,|,Ardennes,,36,,12/18/1944,,1,,GER,,7,,2,,100,,1,,1,,1,,1,,3,,28,,41,,22,,79,,39,,64,,0,,10,,-INF, ,76,,-INF,,-INF,,12,,4,|
|,34,|,Ardennes,,51,,12/18/1944,,1,,GER,,8,,2,,1200,,1,,7,,1,,1,,2,,24,,27,,70,,112,,53,,88,,4,,10,,302, ,80,,-INF,,-INF,,17,,7,|
|,35,|,Ardennes,,52,,12/18/1944,,1,,GER,,7,,2,,100,,1,,2,,2,,3,,2,,28,,28,,17,,75,,18,,72,,1,,10,,-INF, ,67,,-INF,,-INF,,15,,5,|
|,36,|,Ardennes,,61,,12/18/1944,,1,,GER,,8,,2,,1400,,3,,1,,2,,1,,2,,19,,95,,10,,4,,25,,32,,0,,0,,-INF, ,-INF,,-INF,,131,,5,,10,|
|,37,|,Ardennes,,62,,12/18/1944,,1,,GER,,7,,2,,1600,,1,,1,,1,,1,,2,,9,,56,,72,,0,,64,,23,,10,,0,,125, ,-INF,,588,,-INF,,0.5,,11,|
|,38,|,Ardennes,,71,,12/18/1944,,6,,GER/US,,7,,2,,3100,,3,,1,,1,,1,,2,,45,,53,,142,,22,,142,,38,,3,,0,,37, ,-INF,,46,,-INF,,1,,14,|
|,39,|,Ardennes,,23,,12/19/1944,,1,,GER,,5,,2,,600,,2,,2,,2,,2,,3,,30,,9,,57,,12,,56,,8,,0,,10,,0, ,-INF,,11,,-INF,,0,,5,|
|,40,|,Ardennes,,24,,12/19/1944,,1,,GER,,6,,2,,600,,2,,2,,3,,2,,2,,30,,54,,57,,10,,56,,33,,0,,0,,0, ,-INF,,11,,-INF,,0,,7,|
|,41,|,Ardennes,,25,,12/19/1944,,6,,GER/US,,7,,2,,1600,,1,,1,,1,,2,,2,,42,,17, ,65,,62,,78,,44,,1,,9,,56, ,210,,21,,-INF,,3.5,,3,|
|,42,|,Ardennes,,26,,12/19/1944,,6,,GER/US,,7,,2,,1200,,1,,3,,2,,3,,2,,32,,16,,49,,0,,58,,8,,1,,10,,56, ,-INF,,21,,-INF,,0,,10,|
|,43,|,Ardennes,,33,,12/19/1944,,1,,GER,,6,,2,,1700,,1,,2,,5,,0,,5,,24,,61,,206,,39,,176,,51,,8,,0,,51, ,103,,83,,-INF,,0,,6,|
|,44,|,Ardennes,,34,,12/19/1944,,1,,GER,,6,,2,,800,,1,,2,,2,,2,,2,,40,,53,,52,,3,,61,,25,,1,,0,,0, ,0,,-INF,,-INF,,2.5,,9,|
|,45,|,Ardennes,,36,,12/19/1944,,1,,GER,,7,,2,,100,,1,,1,,3,,1,,4,,15,,41,,18,,73,,13,,60,,2,,10,,-INF, ,41,,-INF,,-INF,,18,,5,|
|,46,|,Ardennes,,51,,12/19/1944,,1,,GER,,8,,2,,1900,,1,,0,,1,,0,,3,,31,,37,,39,,103,,35,,81,,1,,10,,-INF, ,165,,84,,-INF,,1,,6,|
|,47,|,Ardennes,,52,,12/19/1944,,1,,GER,,8,,2,,700,,3,,1,,2,,1,,4,,12,,53,,24,,50,,19,,52,,2,,1,,741, ,-INF,,146,,121,,5.5,,4,|
|,48,|,Ardennes,,53,,12/19/1944,,1,,GER,,8,,2,,700,,1,,0,,2,,1,,2,,34,,32,,24,,73,,24,,70,,1,,10,,-INF, ,-INF,,-INF,,-INF,,2.2,,5,|
|,49,|,Ardennes,,61,,12/19/1944,,1,,GER,,7,,2,,1000,,3,,2,,3,,1,,2,,17,,67,,10,,2,,24,,24,,0,,0,,-INF, ,-INF,,-INF,,-INF,,7,,9,|
|,50,|,Ardennes,,71,,12/19/1944,,7,,US/GER,,7,,1,,4000,,3,,1,,3,,1,,3,,54,,51,,136,,22,,143,,38,,2,,0,,66, ,136,,67,,-INF,,0.2,,14,|
|,51,|,Ardennes,,23,,12/20/1944,,1,,GER,,6,,2,,2100,,3,,2,,2,,2,,3,,45,,78,,82,,87,,81,,77,,0,,7,,0, ,126,,19,,-INF,,0,,5,|
|,52,|,Ardennes,,24,,12/20/1944,,1,,GER,,6,,2,,1400,,1,,2,,1,,2,,1,,30,,54,,54,,10,,54,,33,,0,,0,,0, ,-INF,,19,,45,,0,,7,|
|,53,|,Ardennes,,25,,12/20/1944,,0,,US,,6,,1,,2000,,1,,2,,1,,2,,1,,64,,18,,128,,49,,126,,35,,1,,9,,51, ,0,,64,,-INF,,1,,6,|
|,54,|,Ardennes,,26,,12/20/1944,,6,,GER/US,,6,,2,,1400,,1,,3,,2,,1,,2,,34,,24,,112,,37,,103,,33,,2,,10,,54, ,-INF,,90,,-INF,,2,,9,|
|,55,|,Ardennes,,32,,12/20/1944,,1,,GER,,7,,2,,1800,,1,,1,,3,,1,,2,,8,,11,,84,,36,,69,,28,,8,,3,,7, ,250,,-INF,,-INF,,0,,7,|
|,56,|,Ardennes,,33,,12/20/1944,,1,,GER,,7,,2,,3000,,1,,1,,2,,1,,2,,14,,51,,140,,22,,115,,38,,8,,0,,7, ,-INF,,-INF,,-INF,,0,,5,|
|,57,|,Ardennes,,34,,12/20/1944,,1,,GER,,7,,2,,2100,,1,,2,,3,,2,,2,,40,,53,,52,,11,,61,,30,,1,,0,,27, ,0,,162,,-INF,,1.5,,9,|
|,58,|,Ardennes,,36,,12/20/1944,,1,,GER,,8,,2,,900,,2,,1,,2,,1,,2,,12,,40,,105,,67,,44,,55,,9,,10,,-INF, ,45,,-INF,,-INF,,15,,6,|
|,59,|,Ardennes,,51,,12/20/1944,,1,,GER,,7,,2,,2400,,1,,0,,1,,1,,3,,40,,34,,46,,86,,42,,69,,0,,10,,-INF, ,163,,101,,-INF,,2.3,,6,|
|,60,|,Ardennes,,53,,12/20/1944,,1,,GER,,7,,2,,1200,,2,,0,,3,,0,,3,,40,,77,,24,,97,,25,,101,,1,,4,,-INF, ,62,,-INF,,110,,1.7,,6,|
|,61,|,Ardennes,,61,,12/20/1944,,1,,GER,,6,,2,,900,,3,,3,,1,,1,,3,,16,,62,,10,,2,,23,,24,,0,,0,,-INF, ,-INF,,-INF,,-INF,,1,,9,|
|,62,|,Ardennes,,62,,12/20/1944,,1,,GER,,6,,2,,1600,,3,,0,,4,,0,,3,,8,,49,,85,,20,,50,,37,,10,,0,,-INF, ,100,,513,,-INF,,0.5,,11,|
|,63,|,Ardennes,,71,,12/20/1944,,6,,GER/US,,7,,2,,4000,,3,,1,,4,,1,,4,,63,,48,,131,,19,,148,,36,,2,,0,,24, ,-INF,,16,,194,,0,,14,|
|,64,|,Ardennes,,23,,12/21/1944,,1,,GER,,6,,2,,5500,,4,,1,,2,,1,,2,,44,,51,,82,,76,,81,,61,,0,,10,,29, ,145,,64,,-INF,,0,,5,|
|,65,|,Ardennes,,24,,12/21/1944,,1,,GER,,6,,2,,1300,,1,,1,,1,,1,,1,,28,,18,,37,,50,,59,,35,,1,,0,,115, ,180,,56,,-INF,,0,,7,|
|,66,|,Ardennes,,25,,12/21/1944,,7,,US/GER,,6,,1,,2200,,1,,2,,2,,2,,2,,71,,15,,117,,49,,117,,35,,1,,9,,108, ,184,,37,,-INF,,1,,8,|
|,67,|,Ardennes,,26,,12/21/1944,,7,,US/GER,,7,,1,,1600,,1,,1,,2,,1,,2,,55,,32,,104,,44,,100,,37,,1,,10,,108, ,-INF,,37,,-INF,,2,,8,|
|,68,|,Ardennes,,31,,12/21/1944,,1,,GER,,7,,2,,400,,3,,2,,3,,2,,3,,5,,26,,46,,0,,39,,9,,8,,3,,30, ,-INF,,-INF,,63,,0,,12,|
|,69,|,Ardennes,,33,,12/21/1944,,1,,GER,,8,,2,,1100,,4,,1,,4,,1,,4,,14,,49,,116,,22,,97,,38,,8,,0,,30, ,-INF,,-INF,,-INF,,3,,4,|
|,70,|,Ardennes,,34,,12/21/1944,,1,,GER,,8,,2,,1500,,3,,1,,2,,1,,2,,41,,50,,57,,11,,67,,30,,2,,0,,0, ,0,,64,,-INF,,0,,9,|
|,71,|,Ardennes,,35,,12/21/1944,,1,,GER,,7,,2,,400,,1,,2,,5,,2,,3,,7,,30,,39,,12,,18,,31,,6,,0,,-INF, ,0,,-INF,,-INF,,0,,8,|
|,72,|,Ardennes,,36,,12/21/1944,,1,,GER,,7,,2,,1500,,1,,2,,2,,8,,2,,11,,32,,92,,67,,40,,48,,9,,10,,-INF, ,75,,-INF,,-INF,,12,,4,|
|,73,|,Ardennes,,53,,12/21/1944,,1,,GER,,6,,2,,2000,,1,,0,,1,,2,,0,,36,,18,,24,,46,,24,,33,,1,,10,,-INF, ,0,,-INF,,-INF,,0,,6,|
|,74,|,Ardennes,,61,,12/21/1944,,1,,GER,,6,,2,,1700,,1,,1,,1,,1,,3,,15,,62,,10,,2,,17,,24,,0,,0,,-INF, ,-INF,,-INF,,-INF,,1,,9,|
|,75,|,Ardennes,,71,,12/21/1944,,6,,GER/US,,7,,2,,3900,,2,,0,,3,,0,,2,,52,,41,,44,,19,,75,,36,,0,,0,,0, ,-INF,,23,,-INF,,1,,14,|
|,76,|,Ardennes,,23,,12/22/1944,,1,,GER,,5,,2,,3400,,4,,1,,1,,1,,1,,43,,61,,79,,65,,79,,60,,0,,7,,45, ,138,,55,,-INF,,1,,5,|
|,77,|,Ardennes,,25,,12/22/1944,,0,,US,,6,,1,,2300,,2,,1,,4,,2,,2,,31,,12,,91,,40,,84,,28,,1,,8,,44, ,100,,23,,214,,1.5,,5,|
|,78,|,Ardennes,,26,,12/22/1944,,7,,US/GER,,7,,1,,3100,,1,,2,,2,,1,,2,,40,,30,,102,,42,,97,,35,,1,,10,,39, ,-INF,,22,,-INF,,0.4,,4,|
|,79,|,Ardennes,,34,,12/22/1944,,1,,GER,,8,,2,,1000,,3,,2,,1,,2,,2,,40,,48,,57,,11,,67,,30,,2,,0,,14, ,273,,21,,-INF,,1,,9,|
|,80,|,Ardennes,,35,,12/22/1944,,6,,GER/US,,7,,2,,1700,,2,,1,,3,,1,,2,,25,,29,,191,,12,,112,,31,,6,,0,,10, ,0,,-INF,,-INF,,0,,20,|
|,81,|,Ardennes,,42,,12/22/1944,,1,,GER,,7,,2,,1200,,1,,3,,3,,0,,4,,13,,28,,10,,68,,16,,55,,0,,10,,32, ,-INF,,-INF,,-INF,,20,,9,|
|,82,|,Ardennes,,54,,12/22/1944,,0,,US,,7,,1,,700,,1,,7,,2,,2,,2,,9,,6,,83,,1,,67,,4,,10,,0,,-INF, ,-INF,,-INF,,-INF,,2,,4,|
|,83,|,Ardennes,,61,,12/22/1944,,0,,US,,8,,1,,1100,,2,,1,,3,,1,,4,,81,,61,,82,,2,,100,,24,,0,,0,,24, ,-INF,,8,,-INF,,3,,9,|
|,84,|,Ardennes,,71,,12/22/1944,,7,,US/GER,,7,,1,,5100,,3,,2,,3,,2,,2,,69,,39,,66,,19,,109,,36,,0,,0,,0, ,-INF,,56,,192,,0,,17,|
|,85,|,Ardennes,,25,,12/23/1944,,0,,US,,6,,1,,2100,,2,,0,,2,,2,,1,,36,,9,,87,,36,,82,,26,,1,,8,,65, ,222,,23,,-INF,,1.5,,4,|
|,86,|,Ardennes,,26,,12/23/1944,,0,,US,,7,,1,,2800,,2,,1,,2,,3,,4,,46,,24,,98,,42,,95,,34,,1,,10,,62, ,-INF,,22,,-INF,,0.8,,3,|
|,87,|,Ardennes,,34,,12/23/1944,,1,,GER,,7,,2,,1000,,3,,2,,3,,2,,4,,49,,29,,115,,38,,82,,27,,2,,10,,9, ,79,,16,,-INF,,4.5,,6,|
|,88,|,Ardennes,,42,,12/23/1944,,1,,GER,,7,,2,,100,,2,,0,,3,,0,,3,,16,,17,,178,,64,,101,,51,,6,,10,,0, ,63,,-INF,,-INF,,12,,7,|
|,89,|,Ardennes,,43,,12/23/1944,,1,,GER,,7,,2,,2200,,3,,1,,1,,2,,3,,7,,15,,4,,44,,5,,39,,0,,10,,-INF, ,250,,-INF,,342,,16,,7,|
|,90,|,Ardennes,,52,,12/23/1944,,0,,US,,7,,1,,1000,,1,,0,,3,,0,,5,,7,,20,,56,,13,,46,,16,,10,,0,,36, ,108,,-INF,,-INF,,1.6,,3,|
|,91,|,Ardennes,,53,,12/23/1944,,0,,US,,7,,1,,1000,,2,,0,,1,,1,,3,,7,,29,,62,,5,,51,,14,,10,,0,,258, ,420,,-INF,,-INF,,2.3,,2,|
|,92,|,Ardennes,,54,,12/23/1944,,0,,US,,7,,1,,1000,,1,,1,,3,,1,,3,,7,,29,,83,,5,,65,,14,,10,,0,,108, ,420,,-INF,,-INF,,4.5,,3,|
|,93,|,Ardennes,,55,,12/23/1944,,0,,US,,7,,1,,3200,,1,,1,,1,,1,,4,,84,,27,,105,,15,,116,,22,,0,,5,,0, ,842,,22,,-INF,,2.7,,12,|
|,94,|,Ardennes,,61,,12/23/1944,,0,,US,,7,,1,,1800,,3,,1,,2,,1,,2,,79,,54,,90,,10,,104,,25,,0,,0,,11, ,71,,63,,111,,7,,9,|
|,95,|,Ardennes,,25,,12/24/1944,,0,,US,,6,,1,,1500,,2,,1,,1,,2,,2,,35,,8,,82,,28,,80,,20,,1,,8,,0, ,999,,15,,-INF,,2,,3,|
|,96,|,Ardennes,,34,,12/24/1944,,1,,GER,,8,,2,,5300,,2,,2,,1,,2,,2,,97,,45,,285,,121,,242,,85,,3,,8,,77, ,58,,123,,-INF,,4.5,,6,|
